Date,Div,Time,HomeTeam,AwayTeam,FTR,HTR,Season,Last5AwayOver2.5Perc,Last5HomeOver2.5Perc,HST,AST,AwayOver2.5Perc,HomeOver2.5Perc,AvgLast5AwayGoalsConceded,AvgLast5HomeGoalsConceded,AvgLast5HomeGoalsScored,AvgLast5AwayGoalsScored,MaxC>2.5,AS,AvgAwayGoalsScored,HF,AvgHomeGoalsConceded,Over2.5
2022-08-22,I1,17:30,Roma,Cremonese,H,D,2022/2023,50.0,0.0,12,3,52.63,36.84,2.0,0.0,1.0,1.0,1.55,14,1.11,7,0.79,0
2022-08-30,I1,19:45,Inter,Cremonese,H,H,2022/2023,66.67,100.0,7,4,52.63,47.37,2.33,0.5,3.0,1.0,1.37,11,1.11,6,0.74,1
2022-09-11,I1,11:30,Atalanta,Cremonese,D,D,2022/2023,50.0,33.33,6,4,52.63,57.89,2.0,1.0,1.67,1.0,1.62,7,1.11,9,1.37,0
2022-10-02,I1,14:00,Lecce,Cremonese,D,D,2022/2023,40.0,25.0,1,4,52.63,36.84,1.8,1.25,1.0,1.0,2.07,13,1.11,11,1.26,0
2022-10-16,I1,14:00,Spezia,Cremonese,D,H,2022/2023,40.0,80.0,6,4,52.63,52.63,1.6,1.4,1.8,1.0,2.06,24,1.11,12,1.58,1
2022-11-05,I1,14:00,Salernitana,Cremonese,D,H,2022/2023,60.0,80.0,2,5,52.63,63.16,1.8,1.4,1.6,1.4,1.99,11,1.11,14,1.37,1
2022-11-11,I1,19:45,Empoli,Cremonese,H,D,2022/2023,40.0,20.0,6,5,52.63,42.11,1.6,1.0,1.0,1.2,2.11,19,1.11,9,1.21,0
2023-01-09,I1,17:30,Verona,Cremonese,H,H,2022/2023,40.0,60.0,4,5,52.63,52.63,1.8,1.6,1.0,1.0,2.38,15,1.11,16,1.68,0
2023-01-23,I1,17:30,Bologna,Cremonese,D,D,2022/2023,40.0,60.0,8,2,52.63,31.58,1.8,0.8,1.8,1.0,2.36,9,1.11,11,0.74,0
2023-02-12,I1,19:45,Napoli,Cremonese,H,H,2022/2023,40.0,80.0,10,1,52.63,52.63,2.0,0.8,3.0,0.6,1.56,6,1.11,7,0.79,1
2023-02-20,I1,19:45,Torino,Cremonese,D,H,2022/2023,40.0,20.0,6,2,52.63,21.05,2.0,0.8,1.2,0.6,2.47,11,1.11,9,1.0,1
2023-03-06,I1,17:30,Sassuolo,Cremonese,H,H,2022/2023,60.0,40.0,7,6,52.63,47.37,2.2,1.6,1.0,1.0,2.08,13,1.11,11,1.21,1
2023-03-18,I1,14:00,Monza,Cremonese,D,D,2022/2023,60.0,40.0,7,2,52.63,42.11,2.0,1.2,1.2,1.2,2.25,8,1.11,12,1.16,0
2023-04-08,I1,15:30,Sampdoria,Cremonese,A,D,2022/2023,80.0,60.0,9,4,52.63,31.58,2.2,1.2,1.2,1.6,2.35,17,1.11,14,1.47,1
2023-04-23,I1,14:00,Udinese,Cremonese,H,H,2022/2023,80.0,100.0,9,2,52.63,52.63,2.2,1.4,2.4,1.6,1.99,12,1.11,13,1.05,1
2023-05-03,I1,20:00,Milan,Cremonese,D,D,2022/2023,60.0,0.0,5,2,52.63,52.63,2.0,0.4,1.2,1.4,1.86,6,1.11,12,1.05,0
2023-05-14,I1,19:45,Juventus,Cremonese,H,D,2022/2023,40.0,40.0,7,2,52.63,47.37,1.8,0.8,1.8,1.0,1.92,3,1.11,15,0.79,0
2023-05-28,I1,17:00,Lazio,Cremonese,H,H,2022/2023,60.0,60.0,8,5,52.63,52.63,2.2,1.2,1.8,1.2,1.55,11,1.11,15,0.95,1
2021-08-28,I1,19:45,Juventus,Empoli,A,A,2021/2022,0.0,0.0,6,3,36.84,21.05,0.0,1.0,0.0,1.0,1.5,9,1.16,11,0.74,0
2021-09-22,I1,19:45,Cagliari,Empoli,A,A,2021/2022,0.0,66.67,1,5,36.84,57.89,0.0,2.33,1.33,1.5,1.75,17,1.16,15,1.74,0
2021-10-03,I1,17:00,Roma,Empoli,H,H,2021/2022,0.0,50.0,7,3,36.84,42.11,0.67,0.5,2.0,1.0,1.43,11,1.16,11,0.84,0
2021-10-23,I1,14:00,Salernitana,Empoli,A,A,2021/2022,25.0,60.0,6,6,36.84,57.89,1.0,2.2,1.0,1.75,1.8,11,1.16,11,2.05,1
2021-10-31,I1,14:00,Sassuolo,Empoli,A,H,2021/2022,40.0,60.0,5,6,36.84,73.68,1.0,1.2,1.2,1.8,1.49,14,1.16,16,1.58,1
2021-11-22,I1,17:30,Verona,Empoli,H,D,2021/2022,60.0,100.0,5,4,36.84,73.68,1.4,1.0,3.0,1.8,1.8,9,1.16,7,1.32,1
2021-12-02,I1,17:30,Torino,Empoli,D,H,2021/2022,80.0,80.0,3,5,36.84,63.16,1.8,1.2,2.0,1.8,1.93,16,1.16,9,1.11,1
2021-12-12,I1,17:00,Napoli,Empoli,A,D,2021/2022,80.0,60.0,6,5,36.84,47.37,1.4,1.0,2.0,2.0,1.53,12,1.16,8,0.84,0
2021-12-19,I1,14:00,Spezia,Empoli,D,D,2021/2022,60.0,20.0,2,6,36.84,52.63,1.2,1.0,1.0,1.4,1.72,22,1.16,20,1.58,0
2022-01-06,I1,13:30,Lazio,Empoli,D,A,2021/2022,60.0,80.0,10,4,36.84,68.42,1.6,2.0,2.6,1.6,1.59,11,1.16,13,1.32,1
2022-01-16,I1,14:00,Venezia,Empoli,D,A,2021/2022,40.0,60.0,3,6,36.84,52.63,1.4,2.4,1.2,1.6,1.75,17,1.16,13,2.0,0
2022-02-06,I1,14:00,Bologna,Empoli,D,D,2021/2022,20.0,20.0,2,4,36.84,47.37,1.0,1.4,0.6,1.2,1.82,15,1.16,9,1.26,0
2022-02-19,I1,14:00,Sampdoria,Empoli,H,H,2021/2022,20.0,60.0,3,2,36.84,73.68,1.4,1.0,1.8,1.0,1.79,10,1.16,15,1.68,0
2022-03-06,I1,11:30,Genoa,Empoli,D,D,2021/2022,20.0,0.0,7,2,36.84,42.11,1.2,0.4,0.2,0.8,2.04,8,1.16,15,1.32,0
2022-03-12,I1,19:45,Milan,Empoli,H,H,2021/2022,0.0,20.0,5,2,36.84,26.32,0.8,0.6,0.8,0.2,1.56,5,1.16,6,0.63,0
2022-04-03,I1,11:30,Fiorentina,Empoli,H,D,2021/2022,0.0,20.0,11,1,36.84,63.16,0.8,0.8,0.8,0.0,1.67,5,1.16,10,1.05,0
2022-04-16,I1,13:30,Udinese,Empoli,H,H,2021/2022,20.0,60.0,5,4,36.84,52.63,1.6,1.0,2.6,0.2,1.75,15,1.16,18,1.53,1
2022-05-06,I1,17:45,Inter,Empoli,H,D,2021/2022,40.0,60.0,10,2,36.84,63.16,2.0,0.8,3.0,0.6,1.28,4,1.16,10,0.84,1
2022-05-21,I1,19:45,Atalanta,Empoli,A,D,2021/2022,40.0,60.0,10,3,36.84,63.16,2.0,2.2,1.4,0.8,1.3,7,1.16,6,1.53,0
2022-08-14,I1,19:45,Spezia,Empoli,H,H,2022/2023,0.0,0.0,2,5,31.58,52.63,1.0,0.0,1.0,0.0,1.9,18,0.79,15,1.58,0
2022-08-28,I1,19:45,Lecce,Empoli,D,D,2022/2023,0.0,50.0,5,3,31.58,36.84,1.0,1.5,1.0,0.5,2.12,9,0.79,10,1.26,0
2022-09-05,I1,17:30,Salernitana,Empoli,D,D,2022/2023,33.33,66.67,4,5,31.58,63.16,1.33,1.0,2.0,1.0,2.03,11,0.79,7,1.37,1
2022-09-17,I1,14:00,Bologna,Empoli,A,D,2022/2023,25.0,25.0,3,5,31.58,31.58,1.0,1.0,1.0,1.0,1.91,12,0.79,11,0.74,0
2022-10-09,I1,11:30,Torino,Empoli,D,D,2022/2023,20.0,0.0,7,2,31.58,21.05,1.0,0.5,0.5,1.0,1.85,6,0.79,15,1.0,0
2022-10-21,I1,19:45,Juventus,Empoli,H,H,2022/2023,40.0,60.0,7,4,31.58,47.37,1.6,0.6,2.4,1.0,1.82,12,0.79,13,0.79,1
2022-11-08,I1,17:30,Napoli,Empoli,H,D,2022/2023,40.0,60.0,4,1,31.58,52.63,1.8,0.6,2.6,0.8,1.45,6,0.79,12,0.79,0
2023-01-04,I1,19:45,Udinese,Empoli,D,A,2022/2023,20.0,60.0,3,1,31.58,52.63,1.6,1.4,1.6,0.6,1.79,6,0.79,15,1.05,0
2023-01-08,I1,14:00,Lazio,Empoli,D,H,2022/2023,40.0,60.0,4,2,31.58,52.63,2.0,1.0,1.6,0.8,1.76,5,0.79,17,0.95,1
2023-01-23,I1,19:45,Inter,Empoli,A,D,2022/2023,40.0,40.0,1,8,31.58,47.37,1.8,0.4,2.2,0.8,1.56,13,0.79,13,0.74,0
2023-02-04,I1,17:00,Roma,Empoli,H,H,2022/2023,20.0,0.0,6,2,31.58,36.84,1.4,0.4,1.2,0.8,2.0,11,0.79,10,0.79,0
2023-02-19,I1,14:00,Fiorentina,Empoli,D,A,2022/2023,20.0,40.0,4,3,31.58,47.37,1.2,1.2,1.0,1.0,1.94,5,0.79,8,1.16,0
2023-03-04,I1,14:00,Monza,Empoli,H,H,2022/2023,40.0,60.0,3,3,31.58,42.11,1.4,1.4,1.4,1.0,2.26,18,0.79,10,1.16,1
2023-03-17,I1,19:45,Atalanta,Empoli,H,A,2022/2023,40.0,60.0,6,2,31.58,57.89,1.4,1.0,2.6,0.8,1.7,5,0.79,11,1.37,1
2023-04-07,I1,20:00,Milan,Empoli,D,D,2022/2023,40.0,20.0,4,1,31.58,52.63,1.4,1.2,1.2,0.6,1.94,2,0.79,11,1.05,0
2023-04-14,I1,17:30,Cremonese,Empoli,H,H,2022/2023,40.0,40.0,5,1,31.58,42.11,1.2,1.6,0.8,0.6,2.24,15,0.79,11,1.63,0
2023-04-30,I1,14:00,Sassuolo,Empoli,H,A,2022/2023,60.0,40.0,4,1,31.58,47.37,1.4,0.8,1.6,0.6,1.97,7,0.79,12,1.21,1
2023-05-15,I1,19:45,Sampdoria,Empoli,D,H,2022/2023,40.0,40.0,3,4,31.58,31.58,1.2,1.6,1.4,0.6,2.17,16,0.79,16,1.47,0
2023-05-28,I1,11:30,Verona,Empoli,D,D,2022/2023,20.0,60.0,4,3,31.58,52.63,1.0,2.0,1.0,0.6,1.99,13,0.79,14,1.68,0
2023-08-26,I1,17:30,Monza,Empoli,H,H,2023/2024,0.0,0.0,5,6,31.58,42.11,2.0,0.0,2.0,0.0,1.99,18,0.74,14,1.37,0
2023-09-17,I1,19:45,Roma,Empoli,H,H,2023/2024,50.0,100.0,9,2,31.58,52.63,4.5,1.33,3.33,0.0,1.85,8,0.74,15,1.0,1
2023-10-01,I1,11:30,Bologna,Empoli,H,H,2023/2024,66.67,50.0,9,4,31.58,36.84,4.0,0.75,1.25,0.0,1.95,12,0.74,11,0.63,1
2023-10-23,I1,19:45,Fiorentina,Empoli,A,A,2023/2024,50.0,75.0,7,3,31.58,68.42,3.0,1.5,2.0,0.5,1.66,7,0.74,13,1.16,0
2023-11-06,I1,17:30,Frosinone,Empoli,H,D,2023/2024,60.0,80.0,5,2,31.58,73.68,2.8,1.2,2.2,0.6,1.92,10,0.74,7,1.68,1
2023-11-12,I1,11:30,Napoli,Empoli,A,D,2023/2024,60.0,80.0,7,3,31.58,63.16,2.4,1.8,1.6,0.8,1.49,8,0.74,11,1.42,0
2023-12-02,I1,14:00,Genoa,Empoli,D,H,2023/2024,40.0,20.0,1,1,31.58,42.11,1.2,0.6,1.4,1.0,2.38,9,0.74,15,1.16,0
2023-12-16,I1,19:45,Torino,Empoli,H,H,2023/2024,20.0,60.0,3,2,31.58,26.32,0.8,0.8,1.2,1.0,2.26,7,0.74,15,0.47,0
2023-12-30,I1,14:00,Cagliari,Empoli,D,D,2023/2024,20.0,60.0,3,1,31.58,63.16,0.8,1.2,1.8,0.6,1.9,5,0.74,18,1.68,0
2024-01-13,I1,17:00,Verona,Empoli,H,H,2023/2024,20.0,40.0,7,1,31.58,57.89,0.8,1.0,1.4,0.6,2.24,14,0.74,20,1.37,1
2024-01-27,I1,17:00,Juventus,Empoli,D,D,2023/2024,20.0,20.0,3,5,31.58,26.32,1.0,0.4,1.4,0.6,1.96,16,0.74,11,0.58,0
2024-02-09,I1,19:45,Salernitana,Empoli,A,A,2023/2024,40.0,100.0,4,3,31.58,68.42,1.0,2.2,1.2,1.0,2.4,17,0.74,10,2.0,1
2024-02-24,I1,14:00,Sassuolo,Empoli,A,A,2023/2024,60.0,60.0,5,6,31.58,47.37,1.2,1.6,1.2,1.6,2.07,14,0.74,12,1.79,1
2024-03-10,I1,14:00,Milan,Empoli,H,H,2023/2024,60.0,40.0,5,2,31.58,52.63,1.4,0.8,1.6,1.6,1.94,5,0.74,18,0.89,0
2024-04-01,I1,19:45,Inter,Empoli,H,H,2023/2024,40.0,60.0,7,3,31.58,52.63,1.4,0.4,2.6,1.4,1.49,14,0.74,14,0.58,0
2024-04-13,I1,14:00,Lecce,Empoli,H,D,2023/2024,40.0,40.0,7,0,31.58,36.84,1.4,1.4,0.8,1.2,2.57,3,0.74,18,1.42,0
2024-04-28,I1,17:00,Atalanta,Empoli,H,H,2023/2024,20.0,80.0,5,2,31.58,68.42,1.6,1.0,2.2,0.6,1.83,11,0.74,19,0.84,0
2024-05-12,I1,11:30,Lazio,Empoli,H,H,2023/2024,0.0,40.0,5,3,31.58,26.32,1.6,0.6,1.8,0.0,2.06,16,0.74,18,0.74,0
2024-05-19,I1,14:00,Udinese,Empoli,D,D,2023/2024,0.0,40.0,2,1,31.58,47.37,1.6,1.6,0.8,0.2,2.53,4,0.74,14,1.53,0
2021-08-22,I1,19:45,Roma,Fiorentina,H,H,2021/2022,100.0,100.0,6,8,57.89,42.11,3.0,1.0,3.0,1.0,1.68,11,1.11,12,0.84,1
2021-09-11,I1,19:45,Atalanta,Fiorentina,A,A,2021/2022,100.0,50.0,5,2,57.89,63.16,2.0,1.0,0.5,1.5,1.71,7,1.11,14,1.53,1
2021-09-18,I1,14:00,Genoa,Fiorentina,A,D,2021/2022,100.0,100.0,3,5,57.89,42.11,1.67,2.0,1.0,1.67,2.05,16,1.11,13,1.32,1
2021-09-26,I1,14:00,Udinese,Fiorentina,A,A,2021/2022,75.0,75.0,5,2,57.89,52.63,1.25,1.75,1.25,1.5,2.21,8,1.11,14,1.53,0
2021-10-18,I1,19:45,Venezia,Fiorentina,H,H,2021/2022,60.0,33.33,2,2,57.89,52.63,1.2,1.0,1.0,1.2,2.01,10,1.11,17,2.0,0
2021-10-27,I1,19:45,Lazio,Fiorentina,H,D,2021/2022,40.0,80.0,2,1,57.89,68.42,0.8,1.2,3.0,1.0,1.77,9,1.11,16,1.32,0
2021-11-06,I1,17:00,Juventus,Fiorentina,H,D,2021/2022,20.0,40.0,3,1,57.89,21.05,0.8,1.0,1.4,0.6,1.94,6,1.11,15,0.74,0
2021-11-27,I1,14:00,Empoli,Fiorentina,H,D,2021/2022,20.0,80.0,5,7,57.89,73.68,1.0,2.2,1.8,0.4,1.76,16,1.11,15,2.32,1
2021-12-05,I1,11:30,Bologna,Fiorentina,A,D,2021/2022,40.0,40.0,3,3,57.89,47.37,1.4,1.6,1.4,0.8,1.95,6,1.11,12,1.26,1
2021-12-22,I1,17:30,Verona,Fiorentina,D,H,2021/2022,40.0,60.0,2,1,57.89,73.68,1.4,1.0,1.2,1.0,1.77,11,1.11,15,1.32,0
2022-01-10,I1,16:00,Torino,Fiorentina,H,H,2021/2022,60.0,80.0,6,3,57.89,63.16,2.0,0.8,2.2,1.0,2.05,10,1.11,16,1.11,1
2022-01-23,I1,11:30,Cagliari,Fiorentina,D,D,2021/2022,60.0,40.0,3,6,57.89,57.89,2.0,1.6,1.0,1.2,1.7,16,1.11,21,1.74,0
2022-02-14,I1,19:45,Spezia,Fiorentina,A,A,2021/2022,60.0,60.0,1,4,57.89,52.63,1.8,1.4,1.2,1.4,1.9,21,1.11,17,1.58,1
2022-02-26,I1,19:45,Sassuolo,Fiorentina,H,H,2021/2022,60.0,80.0,6,6,57.89,73.68,1.8,2.2,1.4,1.0,1.6,15,1.11,12,1.58,1
2022-03-19,I1,17:00,Inter,Fiorentina,D,D,2021/2022,60.0,60.0,5,4,57.89,63.16,1.8,1.2,1.8,1.0,1.67,17,1.11,14,0.84,0
2022-04-10,I1,14:00,Napoli,Fiorentina,A,A,2021/2022,60.0,60.0,3,4,57.89,47.37,1.4,1.4,1.8,1.6,1.85,11,1.11,10,0.84,1
2022-04-24,I1,11:30,Salernitana,Fiorentina,H,H,2021/2022,80.0,60.0,4,3,57.89,57.89,1.6,1.4,1.4,1.6,2.01,8,1.11,15,2.05,1
2022-05-01,I1,14:00,Milan,Fiorentina,H,D,2021/2022,60.0,0.0,2,2,57.89,26.32,1.6,0.2,1.0,1.2,1.78,8,1.11,17,0.63,0
2022-05-16,I1,17:30,Sampdoria,Fiorentina,H,H,2021/2022,60.0,60.0,5,1,57.89,73.68,2.0,1.4,1.4,1.2,1.83,12,1.11,18,1.68,1
2022-08-21,I1,17:30,Empoli,Fiorentina,D,D,2022/2023,0.0,0.0,2,2,36.84,42.11,0.0,0.0,0.0,0.0,1.72,19,1.21,13,1.21,0
2022-08-31,I1,17:30,Udinese,Fiorentina,H,H,2022/2023,0.0,0.0,3,2,36.84,52.63,0.5,0.0,0.5,0.0,1.85,12,1.21,13,1.05,0
2022-09-11,I1,14:00,Bologna,Fiorentina,H,D,2022/2023,33.33,33.33,4,2,36.84,31.58,1.0,1.0,1.33,0.33,1.96,13,1.21,8,0.74,1
2022-10-02,I1,17:00,Atalanta,Fiorentina,H,D,2022/2023,25.0,25.0,5,5,36.84,57.89,1.0,0.75,1.5,0.25,1.99,16,1.21,12,1.37,0
2022-10-17,I1,19:45,Lecce,Fiorentina,D,H,2022/2023,20.0,20.0,2,5,36.84,36.84,1.0,1.2,1.0,0.4,2.27,10,1.21,15,1.26,0
2022-10-30,I1,14:00,Spezia,Fiorentina,A,D,2022/2023,40.0,100.0,6,5,36.84,52.63,1.2,1.8,1.8,0.8,1.98,27,1.21,19,1.58,1
2022-11-06,I1,14:00,Sampdoria,Fiorentina,A,A,2022/2023,40.0,40.0,2,4,36.84,31.58,1.0,1.8,0.4,1.2,2.11,5,1.21,10,1.47,0
2022-11-13,I1,17:00,Milan,Fiorentina,H,D,2022/2023,40.0,80.0,3,5,36.84,52.63,1.0,1.0,2.2,1.2,1.92,11,1.21,13,1.05,1
2023-01-15,I1,19:45,Roma,Fiorentina,H,H,2022/2023,40.0,0.0,4,3,36.84,36.84,1.2,0.6,0.8,1.2,2.33,7,1.21,15,0.79,0
2023-01-29,I1,17:00,Lazio,Fiorentina,D,H,2022/2023,40.0,60.0,1,6,36.84,52.63,1.2,1.2,1.8,1.2,2.13,17,1.21,12,0.95,0
2023-02-12,I1,17:00,Juventus,Fiorentina,H,H,2022/2023,20.0,40.0,3,2,36.84,47.37,1.2,1.0,1.6,0.8,2.21,11,1.21,11,0.79,0
2023-02-27,I1,17:30,Verona,Fiorentina,A,A,2022/2023,40.0,20.0,3,7,36.84,52.63,1.2,0.8,1.2,1.0,2.4,16,1.21,15,1.68,1
2023-03-12,I1,14:00,Cremonese,Fiorentina,A,A,2022/2023,20.0,60.0,5,3,36.84,42.11,0.8,2.0,1.0,1.2,2.13,10,1.21,10,1.63,0
2023-04-01,I1,17:00,Inter,Fiorentina,A,D,2022/2023,20.0,20.0,3,3,36.84,47.37,0.4,0.6,1.2,1.4,2.13,19,1.21,8,0.74,0
2023-04-23,I1,14:00,Monza,Fiorentina,H,D,2022/2023,40.0,40.0,5,5,36.84,42.11,0.8,1.4,1.2,1.6,2.5,10,1.21,18,1.16,1
2023-05-03,I1,17:00,Salernitana,Fiorentina,D,D,2022/2023,60.0,80.0,3,3,36.84,63.16,1.2,1.2,2.4,2.2,1.98,12,1.21,18,1.37,1
2023-05-07,I1,17:00,Napoli,Fiorentina,H,D,2022/2023,40.0,20.0,3,3,36.84,52.63,1.4,1.0,0.8,1.6,1.97,15,1.21,12,0.79,0
2023-05-21,I1,14:00,Torino,Fiorentina,D,D,2022/2023,40.0,20.0,4,1,36.84,21.05,1.6,1.2,0.8,1.4,2.44,8,1.21,9,1.0,0
2023-06-02,I1,19:30,Sassuolo,Fiorentina,A,D,2022/2023,60.0,60.0,2,7,36.84,47.37,1.8,1.4,1.2,1.8,1.59,15,1.21,7,1.21,1
2023-08-19,I1,19:45,Genoa,Fiorentina,A,A,2023/2024,100.0,100.0,2,5,36.84,42.11,1.0,4.0,1.0,4.0,2.23,9,1.26,14,1.16,1
2023-09-03,I1,17:30,Inter,Fiorentina,H,H,2023/2024,100.0,50.0,11,2,36.84,52.63,2.5,0.0,3.0,2.0,1.8,6,1.26,13,0.58,1
2023-09-24,I1,14:00,Udinese,Fiorentina,A,A,2023/2024,66.67,33.33,8,2,36.84,47.37,1.67,1.67,0.0,2.0,2.24,6,1.26,13,1.53,0
2023-09-28,I1,17:30,Frosinone,Fiorentina,D,A,2023/2024,50.0,75.0,3,6,36.84,73.68,1.5,1.75,2.0,1.75,1.92,19,1.26,6,1.68,0
2023-10-08,I1,19:45,Napoli,Fiorentina,A,D,2023/2024,60.0,75.0,4,3,36.84,63.16,1.4,1.5,2.0,2.0,1.65,12,1.26,4,1.42,1
2023-10-30,I1,19:45,Lazio,Fiorentina,H,D,2023/2024,40.0,20.0,4,5,36.84,26.32,1.4,0.8,1.4,1.2,2.06,9,1.26,12,0.74,0
2023-11-25,I1,19:45,Milan,Fiorentina,H,H,2023/2024,20.0,0.0,6,4,36.84,52.63,0.8,0.4,0.8,1.2,2.46,20,1.26,9,0.89,0
2023-12-10,I1,19:45,Roma,Fiorentina,D,H,2023/2024,20.0,40.0,1,8,36.84,52.63,1.0,0.6,1.8,1.0,2.28,14,1.26,14,1.0,0
2023-12-22,I1,19:45,Monza,Fiorentina,A,A,2023/2024,20.0,20.0,2,5,36.84,42.11,0.8,1.0,0.8,1.0,2.1,14,1.26,12,1.37,0
2024-01-06,I1,19:45,Sassuolo,Fiorentina,H,H,2023/2024,0.0,60.0,1,3,36.84,47.37,0.8,1.4,1.2,0.4,1.82,9,1.26,10,1.79,0
2024-02-02,I1,19:45,Lecce,Fiorentina,H,H,2023/2024,20.0,60.0,8,3,36.84,36.84,1.2,1.6,1.4,0.8,2.35,10,1.26,13,1.42,1
2024-02-14,I1,18:00,Bologna,Fiorentina,H,H,2023/2024,20.0,40.0,7,3,36.84,36.84,1.4,0.6,2.4,0.8,2.51,12,1.26,11,0.63,0
2024-02-18,I1,14:00,Empoli,Fiorentina,D,A,2023/2024,20.0,40.0,4,4,36.84,31.58,1.4,1.2,0.8,0.8,2.36,9,1.26,15,1.21,0
2024-03-02,I1,19:45,Torino,Fiorentina,D,D,2023/2024,20.0,20.0,2,3,36.84,26.32,1.4,0.4,1.0,0.6,2.57,14,1.26,13,0.47,0
2024-04-07,I1,19:45,Juventus,Fiorentina,H,H,2023/2024,20.0,40.0,2,2,36.84,26.32,1.4,1.0,1.2,0.6,2.2,13,1.26,16,0.58,0
2024-04-21,I1,17:00,Salernitana,Fiorentina,A,D,2023/2024,0.0,40.0,1,7,36.84,68.42,0.8,2.0,0.6,0.6,1.79,12,1.26,13,2.0,0
2024-05-05,I1,14:00,Verona,Fiorentina,H,D,2023/2024,20.0,60.0,4,4,36.84,57.89,0.8,1.2,1.2,0.8,2.28,13,1.26,12,1.37,1
2024-05-23,I1,19:45,Cagliari,Fiorentina,A,A,2023/2024,40.0,60.0,6,5,36.84,63.16,1.0,1.6,1.6,1.2,1.78,11,1.26,13,1.68,1
2024-06-02,I1,17:00,Atalanta,Fiorentina,A,A,2023/2024,60.0,80.0,3,4,36.84,68.42,1.4,1.2,2.2,1.8,1.56,8,1.26,5,0.84,1
2023-09-02,I1,17:30,Udinese,Frosinone,D,D,2023/2024,0.0,50.0,6,2,47.37,47.37,0.0,1.5,0.0,0.0,2.07,12,0.84,14,1.53,0
2023-09-22,I1,17:30,Salernitana,Frosinone,D,A,2023/2024,0.0,33.33,6,3,47.37,68.42,0.5,1.67,0.67,0.5,2.2,9,0.84,12,2.0,0
2023-10-01,I1,19:45,Roma,Frosinone,H,H,2023/2024,0.0,75.0,5,0,47.37,52.63,1.0,1.0,3.0,0.33,1.82,8,0.84,12,1.0,0
2023-10-22,I1,14:00,Bologna,Frosinone,H,H,2023/2024,25.0,60.0,6,5,47.37,36.84,1.25,0.8,1.4,0.5,1.95,12,0.84,10,0.63,1
2023-10-29,I1,11:30,Cagliari,Frosinone,H,A,2023/2024,40.0,60.0,6,6,47.37,63.16,1.8,2.4,1.2,1.0,1.98,10,0.84,8,1.68,1
2023-11-12,I1,19:45,Inter,Frosinone,H,H,2023/2024,40.0,60.0,6,3,47.37,52.63,2.2,1.0,2.2,1.0,1.42,12,0.84,7,0.58,0
2023-12-02,I1,19:45,Milan,Frosinone,H,H,2023/2024,60.0,20.0,3,3,47.37,52.63,2.6,0.6,1.2,1.0,1.7,15,0.84,11,0.89,1
2023-12-16,I1,14:00,Lecce,Frosinone,H,D,2023/2024,80.0,40.0,6,5,47.37,36.84,2.6,1.2,1.2,1.2,2.23,11,0.84,8,1.42,1
2023-12-29,I1,19:45,Lazio,Frosinone,H,D,2023/2024,80.0,20.0,5,2,47.37,26.32,2.8,0.6,1.0,1.2,2.03,11,0.84,18,0.74,1
2024-01-15,I1,19:45,Atalanta,Frosinone,H,H,2023/2024,80.0,80.0,9,5,47.37,68.42,3.0,1.0,2.8,0.6,1.68,8,0.84,11,0.84,1
2024-01-28,I1,14:00,Verona,Frosinone,D,H,2023/2024,80.0,20.0,5,6,47.37,57.89,2.8,0.8,1.2,0.8,2.19,11,0.84,17,1.37,0
2024-02-11,I1,11:30,Fiorentina,Frosinone,H,H,2023/2024,80.0,40.0,7,3,47.37,68.42,3.2,0.8,1.8,0.8,1.78,11,0.84,16,1.16,1
2024-02-25,I1,11:30,Juventus,Frosinone,H,D,2023/2024,80.0,40.0,5,3,47.37,26.32,3.4,0.8,1.6,1.0,1.7,7,0.84,12,0.58,1
2024-03-09,I1,14:00,Sassuolo,Frosinone,H,D,2023/2024,60.0,40.0,4,1,47.37,47.37,3.0,2.0,1.2,0.8,1.78,11,0.84,14,1.79,0
2024-03-30,I1,14:00,Genoa,Frosinone,D,D,2023/2024,40.0,60.0,3,3,47.37,42.11,2.2,1.8,1.6,1.0,2.08,15,0.84,16,1.16,0
2024-04-14,I1,11:30,Napoli,Frosinone,D,H,2023/2024,60.0,60.0,9,6,47.37,63.16,2.4,1.6,1.2,1.2,1.5,13,0.84,11,1.42,1
2024-04-21,I1,14:00,Torino,Frosinone,D,D,2023/2024,40.0,0.0,2,3,47.37,26.32,1.4,0.4,0.2,1.0,2.09,12,0.84,10,0.47,0
2024-05-05,I1,14:00,Empoli,Frosinone,D,D,2023/2024,20.0,20.0,1,5,47.37,31.58,0.8,0.8,0.8,0.6,2.14,17,0.84,15,1.21,0
2024-05-19,I1,14:00,Monza,Frosinone,A,A,2023/2024,20.0,60.0,2,5,47.37,42.11,0.6,1.8,1.2,0.8,1.74,16,0.84,14,1.37,0
2021-08-21,I1,17:30,Inter,Genoa,H,H,2021/2022,100.0,100.0,8,5,42.11,63.16,4.0,0.0,4.0,0.0,1.7,11,0.68,18,0.84,1
2021-09-12,I1,14:00,Cagliari,Genoa,A,H,2021/2022,100.0,100.0,3,3,42.11,57.89,3.0,2.5,2.0,1.5,1.89,9,0.68,15,1.74,1
2021-09-21,I1,17:30,Bologna,Genoa,D,D,2021/2022,100.0,66.67,6,6,42.11,47.37,2.67,1.33,2.0,1.67,1.93,11,0.68,14,1.26,1
